Rank,feature,q_anova,q_kw,log_q_anova,log_q_kw,score_min,score_max,score_geomean
3497,"GYRO_Y__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",0.7114356770870398,3.13915936797129e-110,0.14786435959791977,109.50318663559858,3.13915936797129e-110,0.7114356770870398,1.4944263014403818e-55
3498,"ADXL_Y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.715495850018989,6.685556450674457e-08,0.14539288086867713,7.174862439800643,6.685556450674457e-08,0.715495850018989,0.00021871186285899664
3499,GYRO_Y__partial_autocorrelation__lag_5,0.7211616696803165,0.0077635056377865,0.14196736443536997,2.109942127278652,0.0077635056377865,0.7211616696803165,0.07482474649685532
3500,"ADXL_X__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.7231095295806105,0.0257158317989546,0.1407959150295259,1.5897994235165802,0.0257158317989546,0.7231095295806105,0.1363648159714087
3501,MMA_Y__lempel_ziv_complexity__bins_10,0.7231865611066483,0.0231320026312997,0.14074965290251354,1.635786766966797,0.0231320026312997,0.7231865611066483,0.12933968236562035
3502,ADXL_Y__lempel_ziv_complexity__bins_5,0.7329688026956318,0.0395519799704899,0.1349145098138134,1.4028317708582212,0.0395519799704899,0.7329688026956318,0.17026557903232112
3503,MMA_Z__partial_autocorrelation__lag_7,0.7340196626867004,0.0027857435884313,0.13429230618480545,2.5550588603650923,0.0027857435884313,0.7340196626867004,0.045219360556204034
3504,"ADXL_Y__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",0.7387534460101356,1.9891993218277338e-119,0.1315004802836886,118.7013216975026,1.9891993218277338e-119,0.7387534460101356,3.833442126602752e-60
3505,"ADXL_Y__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.7423979213988281,1.3740090376107452e-114,0.12936325274593302,113.86201041067416,1.3740090376107452e-114,0.7423979213988281,1.0099809173966711e-57
3506,"MMA_Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.7431005566424419,8.017687565855937e-09,0.1289524133726726,8.095950871391615,8.017687565855937e-09,0.7431005566424419,7.718774574485727e-05
